time,mag,mag.error,phase
466.54238,14.639,0.005,0.949239234771189
466.55148,14.64,0.005,0.950193999217323
466.56672,14.642,0.005,0.951792967366659
466.59731,14.64,0.005,0.955002444774033
466.62685,14.645,0.005,0.958101757053005
467.5447,14.615,0.005,0.0544018171496531
467.57417,14.622,0.005,0.0574937850867328
467.60365,14.614,0.005,0.0605868022155149
467.63314,14.626,0.005,0.0636808685359934
469.55406,14.639,0.005,0.265222200388536
469.59269,14.636,0.005,0.26927522792194
469.62434,14.636,0.005,0.272595919649412
471.60661,14.68,0.005,0.480574042575583
471.62185,14.683,0.005,0.482173010724925
472.53877,14.704,0.005,0.578375495993566
472.55355,14.693,0.005,0.579926201324749
472.56821,14.702,0.005,0.581464316355551
472.58284,14.699,0.005,0.582999283811246
622.88504,14.647,0.005,0.35258134259962
624.91162,14.689,0.005,0.565208433944249
625.89906,14.701,0.005,0.668809819074539
626.87057,14.696,0.005,0.770739841828263
627.85681,14.679,0.005,0.874215323954664
628.89789,14.641,0.005,0.983444573358617
629.89569,14.621,0.005,0.0881329210891123
631.92665,14.635,0.005,0.301219558397932
632.86716,14.652,0.005,0.399897086884616
633.9026,14.675,0.005,0.508534592170312
635.89744,14.695,0.005,0.717831549062178
643.86645,14.681,0.005,0.553933463221166
645.83816,14.692,0.005,0.760803639713154
647.7959,14.641,0.005,0.96620809540157
649.79329,14.616,0.005,0.175772596176694
652.84048,14.667,0.005,0.495481241517344
656.85365,14.667,0.005,0.916539706602144
657.82591,14.635,0.005,0.018548418733286
658.86621,14.602,0.005,0.127695831184718
663.77249,14.693,0.005,0.642458656102723
664.87742,14.699,0.005,0.758386994505077
665.82468,14.687,0.005,0.857772727388605
666.83523,14.654,0.005,0.963798794535392
667.85446,14.628,0.005,0.0707355600769371
668.82529,14.612,0.005,0.172594237795115
670.79085,14.643,0.005,0.378819161392187
671.8129,14.675,0.005,0.486051798992869
672.81843,14.694,0.005,0.591551171906731
673.78581,14.7,0.005,0.693047878488735
684.7462,14.681,0.005,0.843002899116006
685.80106,14.657,0.005,0.95367793468124
686.70234,14.62,0.005,0.0482394841325915
687.78369,14.614,0.005,0.161693828508587
688.72571,14.626,0.005,0.260529784941832
689.75286,14.651,0.005,0.368297510309023
697.71902,14.62,0.005,0.204100404833763
698.79013,14.643,0.005,0.316480376909943
699.68913,14.648,0.005,0.410802710653898
700.72992,14.682,0.005,0.520001533498584
701.70215,14.694,0.005,0.622007098054628
704.73014,14.665,0.005,0.939701295333119
706.6958,14.616,0.005,0.145936710847177
707.73336,14.624,0.005,0.254796644773069
708.75752,14.634,0.005,0.36225066182225
712.75807,14.691,0.005,0.78198504698285
713.73944,14.68,0.005,0.884949572751818
714.75441,14.649,0.005,0.991439382629581
715.71997,14.623,0.005,0.0927451363223615
716.68805,14.616,0.005,0.194315286323304
726.67066,14.618,0.005,0.241682441001555
728.68137,14.656,0.005,0.452644465119809
729.68353,14.674,0.005,0.557790260431091
730.66789,14.696,0.005,0.66106849451808
733.63437,14.649,0.005,0.972309113655748
739.65432,14.693,0.005,0.603917270521067
741.62013,14.69,0.005,0.81016842391062
742.59638,14.668,0.005,0.912595763529675
744.6435,14.614,0.005,0.127377894624159
745.59442,14.616,0.005,0.227147631669545
746.78521,14.636,0.005,0.352084329999872
747.65573,14.657,0.005,0.443418565784947
748.6175,14.68,0.005,0.544326675823795
749.62285,14.691,0.005,0.649807163287074
750.61669,14.696,0.005,0.75408003110475
751.62511,14.685,0.005,0.859882620419632
752.73951,14.659,0.005,0.976804543360977
753.67515,14.631,0.005,0.0749711154902267
759.63302,14.7,0.005,0.700065890287886
760.65868,14.694,0.005,0.807677286091921
761.63471,14.671,0.005,0.910081543493607
761.73996,14.674,0.005,0.921124286126029
762.62608,14.638,0.005,0.0140952609616157
762.65564,14.644,0.005,0.0171966716239808
763.64231,14.621,0.005,0.120717268993446
763.75306,14.618,0.005,0.132337067060351
765.57437,14.646,0.005,0.323427400398735
766.61185,14.653,0.005,0.432278940791032
766.71472,14.661,0.005,0.443071975799092
767.61934,14.682,0.005,0.5379839552779
767.681,14.685,0.005,0.544453271294206
769.60218,14.7,0.005,0.746021882130921
769.67591,14.691,0.005,0.753757572527971
770.60832,14.687,0.005,0.851585255738429
771.64139,14.659,0.005,0.959974102591448
772.60321,14.636,0.005,0.0608874585887874
773.60834,14.616,0.005,0.166344863834686
773.76055,14.613,0.005,0.182314610685814
774.60132,14.626,0.005,0.270527501166245
775.55925,14.64,0.005,0.371032721592664
776.64016,14.668,0.005,0.48444090153391
777.61442,14.69,0.005,0.586659452004858
778.61778,14.696,0.005,0.69193115032003
779.64474,14.699,0.005,0.799678941044929
779.75502,14.692,0.005,0.811249427101973
780.64454,14.674,0.005,0.904577127115242
781.55886,14.646,0.005,0.000506822542126799
781.73935,14.647,0.005,0.019443683518148
782.62437,14.626,0.005,0.112299247266847
782.74824,14.62,0.005,0.125295584842893
783.54141,14.611,0.005,0.208514322835881
784.58341,14.624,0.005,0.317840097876141
784.67538,14.634,0.005,0.327489513932244
785.61022,14.654,0.005,0.42557215072557
785.75582,14.658,0.005,0.440848381863629
786.6308,14.683,0.005,0.532650557146489
787.69436,14.696,0.005,0.644238389489888
788.62717,14.702,0.005,0.742108040368309
788.65274,14.698,0.005,0.744790823542763
790.57587,14.662,0.005,0.946564026760799
792.55384,14.617,0.005,0.154090997256398
795.61851,14.662,0.005,0.475633629686972
796.54743,14.679,0.005,0.573095144994458
796.73278,14.691,0.005,0.592541913136227
797.70758,14.694,0.005,0.694817119958923
798.57022,14.694,0.005,0.785324592685153
799.70818,14.675,0.005,0.904718411269439
800.62321,14.65,0.005,0.000722599306958245
802.68319,14.616,0.005,0.216853990926394
805.61053,14.668,0.005,0.523988073754022
806.62073,14.689,0.005,0.629977419191328
808.55214,14.689,0.005,0.832619353136173
816.68313,14.697,0.005,0.685716074436243
817.59322,14.701,0.005,0.781201961774433
819.55599,14.659,0.005,0.987134160887472
820.63229,14.616,0.005,0.100058663455462
822.55287,14.624,0.005,0.301564322790237
824.5787,14.663,0.005,0.514112724757447
825.65181,14.699,0.005,0.62670253517343
828.61194,14.673,0.005,0.937276917582218
829.57857,14.644,0.005,0.0386949347867988
832.58546,14.629,0.005,0.354175337580305
833.60536,14.651,0.005,0.46118239896569
834.57493,14.67,0.005,0.562908878529788
836.55307,14.69,0.005,0.770453685284264
838.58605,14.654,0.005,0.983752259316279
840.5958,14.607,0.005,0.194613561031427
845.54737,14.687,0.005,0.7141281751544
850.57064,14.607,0.005,0.241165493759528
855.57566,14.704,0.005,0.766288037513885
859.56348,14.61,0.005,0.184686801641609
866.52802,14.672,0.005,0.915400557206817
962.93185,14.651,0.005,0.0300103764009828
966.93134,14.644,0.005,0.449633547241478
970.90772,14.703,0.005,0.8668320360655
976.88838,14.662,0.005,0.494317918745275
986.84275,14.666,0.005,0.53872215606543
987.85635,14.691,0.005,0.645068226680417
991.92439,14.634,0.005,0.0718836066178685
996.92833,14.674,0.005,0.596892837668729
998.89941,14.702,0.005,0.803696915083677
1004.798,14.642,0.005,0.422572081489414
1006.82658,14.683,0.005,0.635409011173859
1020.89607,14.629,0.005,0.111568222950542
1025.93386,14.693,0.005,0.640128967902677
1035.74881,14.69,0.005,0.669905374554768
1037.77801,14.689,0.005,0.882807354124545
1041.78616,14.62,0.005,0.303339124976441
1045.74786,14.689,0.005,0.718997400386244
1048.72905,14.672,0.005,0.0317813805131928
1052.77195,14.65,0.005,0.455959092519257
1055.6452,14.7,0.005,0.75741809744674
1058.85715,14.635,0.005,0.094413225220842
1059.77517,14.609,0.005,0.19073112157636
1061.72792,14.633,0.005,0.395612030606976
1064.81183,14.697,0.005,0.719173307866517
1068.71324,14.638,0.005,0.128506006522787
1072.69339,14.661,0.005,0.546100040617328
1076.67116,14.676,0.005,0.96344436708753
1078.68171,14.617,0.005,0.174389604138604
1081.69425,14.648,0.005,0.490462800242064
1084.63242,14.695,0.005,0.798733157679737
1087.65233,14.643,0.005,0.115579608065405
1090.7087,14.634,0.005,0.436251411385777
1092.74082,14.685,0.005,0.649459754931688
1094.6475,14.704,0.005,0.849507037804803
1102.61768,14.685,0.005,0.685731707392555
1106.71253,14.645,0.005,0.115359970275136
1110.63166,14.656,0.005,0.52655183662213
1116.59013,14.628,0.005,0.151709562921726
1120.57872,14.67,0.005,0.570189114810265
1126.65405,14.606,0.005,0.20760769530491
1129.55249,14.652,0.005,0.511709614122289
1132.53558,14.705,0.005,0.824692940672068
1135.58564,14.628,0.005,0.144702704030356
1138.63532,14.64,0.005,0.464672598104075
1140.61273,14.681,0.005,0.672140813864511
1144.67031,14.65,0.005,0.0978587392847311
1151.54989,14.696,0.005,0.819658562174881
1155.55151,14.604,0.005,0.23950521084729
1159.54695,14.681,0.005,0.658703459049672
1162.57935,14.674,0.005,0.976860349867443
1164.69291,14.618,0.005,0.198613310610337
1170.55135,14.694,0.005,0.813275972344415
1178.6614,14.685,0.005,0.664175686226701
1182.6733,14.646,0.005,0.0851009039657231
1183.71165,14.616,0.005,0.194043724035845
1185.69481,14.626,0.005,0.402115225023234
1188.69412,14.688,0.005,0.716800340508882
1191.57787,14.666,0.005,0.019360996720356
1202.59298,14.618,0.005,0.175057194324776
1205.5444,14.638,0.005,0.484717730763702
1211.56489,14.648,0.005,0.11638254398077
1217.57551,14.697,0.005,0.747011804990863
1220.57801,14.661,0.005,0.062031612628505
1229.53072,14.668,0.005,0.00134251422234112
1238.52701,14.677,0.005,0.945225793240599
1327.9112,14.603,0.005,0.323340810607816
1330.8279,14.677,0.005,0.629358553467654
1335.87966,14.634,0.005,0.159385019223335
1340.89916,14.681,0.005,0.686026792557899
1348.93524,14.648,0.005,0.529165635442373
1354.9088,14.636,0.005,0.155906592015812
1360.92852,14.694,0.005,0.787490617472057
1365.92474,14.615,0.005,0.311689872531271
1367.84824,14.648,0.005,0.513501895842181
1374.92031,14.621,0.005,0.255497609747207
1394.85651,14.61,0.005,0.347187164793092
1395.88795,14.633,0.005,0.455404993399169
1397.80965,14.674,0.005,0.657028162204227
1401.83668,14.663,0.005,0.0795408069838767
1402.9216,14.633,0.005,0.193369712796439
1407.84467,14.683,0.005,0.70989413057715
1412.73998,14.621,0.005,0.223505992201335
1417.89831,14.692,0.005,0.764713693893722
1430.73093,14.652,0.005,0.11110153199088
1432.7416,14.612,0.005,0.322059359342348
1435.69805,14.662,0.005,0.632247639205872
1439.6645,14.672,0.005,0.0484042806727604
1442.66819,14.617,0.005,0.363548942122574
1447.74339,14.689,0.005,0.896034713220819
1451.67958,14.608,0.005,0.309016500606356
1455.69931,14.693,0.005,0.73076323544572
1460.74004,14.614,0.005,0.259632442757368
1462.64568,14.63,0.005,0.459570609693795
1470.65194,14.611,0.005,0.299580762931679
1472.63913,14.629,0.005,0.508075088173788
1475.64486,14.692,0.005,0.823433784730214
1477.57393,14.679,0.005,0.0258302078174807
1481.59168,14.633,0.005,0.447369202700434
1484.6406,14.692,0.005,0.767259358205013
1487.63573,14.657,0.005,0.0815059115604563
1490.67449,14.627,0.005,0.400330088298827
1492.57414,14.654,0.005,0.599639789407492
1495.53092,14.693,0.005,0.909862692597092
1499.55957,14.604,0.005,0.332545306431988
1502.55767,14.662,0.005,0.647103469722038
1505.62425,14.685,0.005,0.968846497767148
1508.55963,14.612,0.005,0.276824130720797
1509.53589,14.624,0.005,0.379252519531572
1512.63777,14.677,0.005,0.704699194274281
1515.61246,14.68,0.005,0.0168011997968559
1517.61596,14.621,0.005,0.227006756700101
1520.60313,14.64,0.005,0.540418153463083
1524.55083,14.683,0.005,0.954607560494237
1526.59096,14.636,0.005,0.168656306591092
1531.64255,14.684,0.005,0.698664936087901
1543.60003,14.688,0.005,0.953233811835047
1546.61485,14.614,0.005,0.269546223645867
1551.57663,14.691,0.005,0.790132062493578
1555.61016,14.622,0.005,0.213326681877625
1562.58873,14.687,0.005,0.945512453396596
1569.56788,14.667,0.005,0.67775907803411
1575.59371,14.62,0.005,0.309984159618484
1580.56871,14.695,0.005,0.83195702989231
1583.57138,14.651,0.005,0.146994673788839
1587.55117,14.642,0.005,0.564550936982213
1597.53664,14.646,0.005,0.612218160486384
1603.54473,14.628,0.005,0.242581975996656
1608.52045,14.676,0.005,0.764630388072813
1703.90537,14.683,0.005,0.77233701585979
1705.91086,14.694,0.005,0.982751361911143
1716.87129,14.664,0.005,0.13271057930521
1717.88164,14.635,0.005,0.238715662618009
1729.91733,14.629,0.005,0.501490266643336
1732.8871,14.692,0.005,0.813076069849987
1740.83814,14.661,0.005,0.647292586525808
1742.88593,14.694,0.005,0.862145013464095
1744.85505,14.68,0.005,0.068743449306035
1745.8793,14.651,0.005,0.17620690908052
1749.85973,14.651,0.005,0.593830320542631
1750.83165,14.667,0.005,0.695803360156026
1751.84348,14.69,0.005,0.801963723840274
1752.8048,14.695,0.005,0.902824620252653
1753.80587,14.681,0.005,0.0078560536687279
1754.83254,14.665,0.005,0.115573417834384
1755.7979,14.639,0.005,0.21685818769318
1756.82739,14.622,0.005,0.324871423917935
1757.77658,14.62,0.005,0.424459650799391
1758.78107,14.643,0.005,0.529849907776554
1759.82543,14.661,0.005,0.639423292057807
1761.80647,14.693,0.005,0.847272364404988
1762.79286,14.685,0.005,0.950763584406882
1763.79586,14.675,0.005,0.0559975118208856
1764.78837,14.654,0.005,0.160130837142595
1765.78284,14.62,0.005,0.264469804037323
1766.72387,14.61,0.005,0.363201890492351
1768.80298,14.643,0.005,0.581340385832046
1769.71236,14.667,0.005,0.676751780559614
1771.82843,14.685,0.005,0.898768088418985
1772.77081,14.685,0.005,0.997641815753385
1773.73811,14.668,0.005,0.0991301288017912
1776.76091,14.609,0.005,0.416279795588471
1784.73756,14.619,0.005,0.253183292205531
1788.80307,14.666,0.005,0.679733226643105
1803.76339,14.626,0.005,0.249357582545643
1806.75752,14.648,0.005,0.563499216731175
1808.82713,14.692,0.005,0.780640979956767
1811.75556,14.667,0.005,0.0878894246796096
1814.80238,14.619,0.005,0.407559249927397
1817.76804,14.676,0.005,0.718713835345733
1822.64547,14.628,0.005,0.230449742211994
1826.79657,14.666,0.005,0.665979708401691
1829.73882,14.692,0.005,0.97467813605259
1846.78686,14.679,0.005,0.763344341347708
1850.74361,14.64,0.005,0.178483266866494
1854.79966,14.645,0.005,0.604040665956775
1858.72352,14.681,0.005,0.0157287999774373
1862.72243,14.622,0.005,0.435291117699399
1867.74686,14.691,0.005,0.962450142541597
1871.75345,14.621,0.005,0.382818239488403
2085.90914,14.711,0.006,0.85185546456862
2086.88843,14.702,0.006,0.954601758464166
2103.89525,14.674,0.005,0.738943195575798
2105.92315,14.696,0.005,0.95170878022471
2106.89098,14.691,0.005,0.0532527004332164
2112.84336,14.66,0.005,0.677771468988077
2116.87111,14.676,0.005,0.100359655570082
2123.81803,14.674,0.005,0.829224735361568
2128.82553,14.616,0.005,0.354607478657297
2129.8575,14.618,0.005,0.462880914423425
2130.84387,14.633,0.005,0.566370036041927
2131.83748,14.65,0.005,0.670618772450526
2132.80627,14.679,0.006,0.772263415062091
2133.8946,14.697,0.006,0.88645009524403
2134.81,14.694,0.006,0.982493103374401
2135.84408,14.676,0.005,0.090987918589004
2137.89208,14.62,0.005,0.305862378553011
2140.81134,14.653,0.005,0.612148714487818
2142.75205,14.685,0.005,0.815766396712754
2143.81755,14.698,0.005,0.92755777224579
2144.82425,14.677,0.005,0.0331799005884616
2155.87863,14.652,0.006,0.192996273995022
2156.82521,14.625,0.005,0.292310661843003
2160.7546,14.665,0.006,0.704578998873241
2162.76139,14.699,0.005,0.915129739845459
2166.756,14.621,0.005,0.334240905136788
2167.76446,14.615,0.005,0.440047691218468
2168.71363,14.637,0.005,0.539633819716556
2171.73955,14.695,0.005,0.857110834313298
2172.74617,14.695,0.005,0.962724569122364
2177.63966,14.625,0.005,0.476145477857328
2184.7013,14.646,0.005,0.217046884820271
2185.6648,14.606,0.005,0.318136505023037
2186.68965,14.615,0.006,0.425662916299425
2187.68483,14.628,0.005,0.530076375804811
2188.73199,14.647,0.005,0.639943533761794
2190.69136,14.68,0.005,0.845519007697116
2191.66474,14.708,0.005,0.94764522929859
2192.66325,14.675,0.005,0.0524080696396963
2193.68432,14.658,0.005,0.159537886453845
2194.65442,14.621,0.005,0.261319973177996
2203.55089,14.655,0.005,0.19473022065645
2206.60721,14.633,0.006,0.515396778018341
2211.6413,14.687,0.005,0.0435693220417704
2212.64513,14.665,0.005,0.148890332366804
2213.65095,14.626,0.005,0.254420131839968
2214.64214,14.618,0.005,0.358414963857372
2215.64912,14.616,0.005,0.464066469567604
2217.63582,14.656,0.005,0.672509384416447
2219.67868,14.691,0.005,0.886844559847124
2224.71356,14.609,0.005,0.415099990014831
2226.63643,14.656,0.006,0.616845914248678
2228.55833,14.683,0.005,0.818490066887711
2229.61659,14.696,0.005,0.929521827630649
2231.64326,14.67,0.005,0.142158361700533
2232.50999,14.634,0.005,0.233094953831697
2233.61341,14.611,0.005,0.348864864287478
2235.66353,14.643,0.005,0.563961752891645
2238.54707,14.703,0.005,0.866500376077486
2240.65138,14.677,0.005,0.0872828344987829
2242.61889,14.629,0.005,0.293712350477212
2248.60354,14.696,0.005,0.9216168606449
2250.57686,14.661,0.005,0.128655957000423
2253.5705,14.61,0.005,0.442746180792664
2255.60716,14.658,0.005,0.656430857369955
2258.57346,14.709,0.005,0.967652591057051
2263.58419,14.616,0.005,0.49337422327155
2266.55498,14.688,0.005,0.805067044031496
2271.56456,14.612,0.005,0.330668019200647
2273.5639,14.634,0.006,0.540437112357119
2275.59883,14.681,0.005,0.753940278770432
2276.55838,14.696,0.006,0.854615468252096
2278.59096,14.675,0.005,0.0678720746161464
2280.58682,14.622,0.005,0.277276049061319
2284.5897,14.668,0.005,0.697254895887799
2290.60368,14.609,0.005,0.328236685308796
2293.56596,14.649,0.005,0.639036643932845
2295.5587,14.688,0.005,0.848113270567932
2297.56199,14.684,0.006,0.0582967944455389
2299.56109,14.623,0.005,0.268040707001202
2301.55335,14.626,0.005,0.477066972434719
2445.91192,14.648,0.006,0.623048305404828
2460.87884,14.644,0.006,0.193365127828727
2463.91518,14.62,0.005,0.511935400175926
2465.92794,14.666,0.005,0.723112508592489
2467.90093,14.701,0.005,0.930116981621926
2469.90031,14.671,0.005,0.13989027154517
2471.88975,14.604,0.005,0.34862066491954
2472.91922,14.623,0.005,0.45663180276095
2473.89113,14.631,0.005,0.558603793182601
2481.90282,14.611,0.006,0.399183657513058
2483.88864,14.639,0.005,0.607534243492427
2486.88565,14.699,0.006,0.921978044887284
2488.87656,14.678,0.006,0.130862669441416
2489.92299,14.64,0.005,0.240653236404347
2492.90335,14.631,0.005,0.553350133620295
2496.9031,14.683,0.005,0.973000583444968
2497.92651,14.681,0.005,0.0803759111167267
2498.77378,14.662,0.005,0.169270776201555
2499.85936,14.634,0.005,0.283168928666246
2500.86493,14.613,0.005,0.388672498346929
2501.85389,14.633,0.005,0.492433360615441
2502.83412,14.653,0.005,0.595278278530734
2508.74536,14.648,0.006,0.215480672435737
2516.77666,14.681,0.006,0.0581180016880471
2517.8234,14.664,0.005,0.167941093593686
2518.79484,14.634,0.005,0.269863772005487
2519.83174,14.605,0.005,0.378654459279251
2520.79113,14.624,0.005,0.479312861693724
2521.82327,14.643,0.005,0.587604133718716
2524.82152,14.711,0.006,0.90217803488426
2526.7777,14.677,0.005,0.107418816667678
2534.83408,14.707,0.006,0.95268751870119
2535.81429,14.692,0.005,0.0555303382330287
2537.70207,14.627,0.006,0.253594648794949
2538.79803,14.619,0.005,0.368581862243264
2539.70185,14.627,0.005,0.463409906386158
2540.74273,14.648,0.006,0.572618171956135
2541.71375,14.669,0.005,0.674496784316593
2542.68354,14.682,0.005,0.776246346098084
2544.66208,14.693,0.005,0.983833120520522
2545.67711,14.679,0.005,0.0903292255484603
2547.69512,14.623,0.005,0.30205715960699
2548.71156,14.618,0.005,0.40870120066454
2550.70669,14.645,0.005,0.618028584115662
2551.69333,14.669,0.005,0.721546033910037
2553.64905,14.71,0.006,0.926738552875245
2554.70257,14.689,0.005,0.0372729967528379
2555.7105,14.671,0.005,0.14302417567449
2556.68952,14.638,0.005,0.245742141394162
2557.70206,14.602,0.005,0.351976997689068
2558.65854,14.615,0.005,0.452330085319104
2559.61544,14.64,0.005,0.552727239000532
2560.6485,14.655,0.005,0.66111503666183
2561.67405,14.683,0.006,0.768714891357204
2562.66694,14.697,0.005,0.872888085963472
2563.67487,14.695,0.005,0.978639264885077
2564.69026,14.674,0.005,0.0851731408141809
2565.68116,14.656,0.005,0.189137546272365
2566.66144,14.619,0.005,0.291987710146117
2568.69242,14.634,0.005,0.505076445838329
2571.64511,14.693,0.006,0.814870229623031
2573.65854,14.694,0.005,0.0261176338834056
2574.64237,14.666,0.005,0.129340260810355
2577.62924,14.619,0.006,0.442720181822397
2578.62931,14.641,0.005,0.547646696068536
2579.63596,14.655,0.005,0.653263578452716
2580.64808,14.678,0.005,0.759454368696231
2583.61939,14.685,0.006,0.0712017474245182
2584.62675,14.662,0.005,0.176893122419309
2586.62397,14.621,0.005,0.386439786935573
2587.60838,14.632,0.005,0.489723266981056
2588.7168,14.648,0.005,0.606017773286371
2589.59832,14.67,0.005,0.69850611994039
2590.61345,14.688,0.006,0.805012716885306
2591.63659,14.697,0.005,0.912359716381205
2593.60559,14.676,0.005,0.118945561922788
2594.60936,14.653,0.006,0.224260277097596
2596.58489,14.619,0.006,0.431531244818632
2597.57206,14.631,0.005,0.535104301773036
2598.64593,14.654,0.005,0.647773850758172
2599.60541,14.673,0.006,0.748441695897937
2607.6266,14.649,0.006,0.590018292342497
2610.54642,14.698,0.006,0.896363383012445
2613.54032,14.643,0.006,0.210480885788874
2615.56917,14.609,0.005,0.423346143649206
2619.55687,14.689,0.006,0.841732317476503
2621.56577,14.685,0.005,0.0525044378972904
2625.54841,14.625,0.006,0.470359720724877
2628.54178,14.684,0.006,0.784421616341292
2632.5482,14.655,0.005,0.204771877029235
2636.54337,14.644,0.006,0.623941797055719
2639.54386,14.689,0.006,0.938750717161876
2642.55261,14.637,0.006,0.254426269611386
2646.56543,14.644,0.005,0.675448012986705
2651.53746,14.65,0.006,0.197109273325949
2654.55527,14.626,0.006,0.513735393454792
2657.55813,14.676,0.005,0.82879297199359
2660.55391,14.653,0.005,0.143107722809466
2671.55158,14.623,0.005,0.296974130090723
2673.56338,14.638,0.006,0.508050516104194
2676.52475,14.692,0.006,0.818754998283656
2679.53811,14.676,0.005,0.134914228106421
2682.54043,14.639,0.006,0.44991515029347
2777.90295,14.621,0.006,0.455271588674608
2804.86989,14.63,0.006,0.284620548333349
2811.90436,14.697,0.006,0.02267130145001
2814.94001,14.62,0.005,0.341169179569943
2817.92658,14.653,0.006,0.654517624830998
2831.78143,14.674,0.006,0.10815698597942
2832.74739,14.648,0.006,0.209504707340167
2832.92536,14.632,0.005,0.228177172008052
2833.8653,14.615,0.006,0.326794896567863
2835.87395,14.623,0.005,0.537540787196136
